time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
7.385809,3.910144,-2.558112,-0.351832
7.425647,2.121784,-2.067703,-0.258506
7.455525,-0.904403,0.014022,0.504123
7.485404,-2.777026,-0.307627,1.558821
7.525241,-2.120578,-0.015139,0.043411
7.555120,-2.130918,0.510636,-0.302762
7.594958,3.142780,0.326840,0.072470
7.624836,4.260325,0.667771,0.268217
7.654714,3.073337,0.215018,0.231457
7.694552,0.600241,0.694084,-0.172822
7.724431,-0.422687,0.653490,-0.196337
7.754309,-0.563863,0.745143,-0.260402
7.794147,0.224405,2.029130,-0.890001
7.824025,-2.135533,5.680327,-2.114515
7.853904,2.980559,6.454418,-4.272199
7.883782,10.176762,6.905908,-1.983658
7.923620,6.820891,7.325951,1.435501
7.953498,1.784526,6.174088,0.137227
7.993336,4.423678,3.572104,-0.284233
8.023215,6.295796,2.298337,1.131020
8.053093,2.903678,1.783312,0.590514
8.092931,-2.873395,1.117908,0.141779
8.122809,-3.549261,-0.899444,-0.137704
8.152688,-4.819481,-2.975646,-0.879800
8.192526,-4.794647,-4.746411,-0.672828
8.222404,-5.124702,-5.744531,0.025833
8.252282,-4.512390,-7.028850,0.106295
8.292120,-5.405672,-7.898314,1.067184
8.321999,-5.938147,-9.469709,1.097090
8.351877,-7.542688,-4.362287,0.266432
8.391715,-4.188979,-1.143648,0.314693
8.421593,6.833901,2.064538,-4.563153
8.451472,13.338283,-3.280740,-1.595360
8.491310,-3.563952,-0.871985,0.548853
8.521188,-7.809690,-2.297048,-0.902984
8.561026,-1.593104,-1.872105,-0.529203
8.590904,2.320058,0.677449,-0.449019
8.620783,5.755939,3.389010,-0.604392
8.660621,2.495110,4.072977,1.159930
8.690499,-3.310108,5.061582,2.792637
8.720378,-3.724133,6.225292,1.738059
8.760216,2.834714,6.278149,2.931378
8.790094,3.776666,6.451608,2.540201
8.819972,4.466490,6.475345,2.097178
8.859810,4.835305,4.800911,2.901688
8.889689,3.349137,5.107226,3.670892
8.919567,-1.840321,6.865931,2.855930
8.959405,-1.388367,4.638323,-0.605839
8.989284,2.709553,4.838537,-1.411903
9.019162,1.169269,3.604744,-1.353426
9.059000,3.839173,-0.627718,-2.838002
9.088878,2.100563,-2.934107,-3.658445
9.118757,-1.280714,-4.988766,-4.629517
9.158595,-5.868050,-5.631516,-2.133798
9.188473,-5.440834,-6.334071,-1.350318
9.218351,-3.092139,-6.277366,0.745690
9.258189,-2.992357,-5.800610,1.120582
9.288068,-8.737514,-3.889147,0.452920
9.317946,-9.984327,-0.592839,1.419217
9.357784,-1.776645,1.349905,-2.330115
9.387663,7.984266,-0.635944,-4.500745
9.427500,7.153895,-0.534524,-2.760788
9.457379,8.374051,-0.773582,-4.375832
9.487257,4.159433,-2.493317,-5.112854
9.527095,0.042794,-2.573049,-3.004882
9.556974,-0.596814,-2.480665,-1.488459
9.586852,5.232795,-0.037656,-0.555937
9.626690,6.468861,-1.223801,-0.801527
9.656569,0.583433,-2.218555,-0.978723
9.686447,-3.428060,-3.057534,-1.775962
9.726285,-5.169243,-0.851104,0.559870
9.756163,-6.989273,2.684902,0.803560
9.786042,-2.792290,5.456028,1.285520
9.825880,-3.781818,9.187357,1.111713
9.855758,-0.241903,8.753206,-0.741211
9.885637,2.712303,7.451844,-1.017496
9.925475,4.799697,3.814640,0.348511
9.955353,10.616837,3.997850,1.788020
9.985231,1.782310,7.457363,6.231817
10.025069,-8.213123,4.352590,-0.256116
10.054948,-8.010940,1.475381,-4.076702
